userName,score,at,content,sentimen
Sumin Suminta,5,2024-01-03 07:59:20,Mantap,POSITIVE
Ahmad Fajar,5,2024-01-03 07:59:17,update terbaru,POSITIVE
Rosadi Rosadi,3,2024-01-03 07:54:18,bagus,POSITIVE
Rahmad Rosidi,5,2024-01-03 07:53:04,Poso podoe,NEGATIVE
Teuku Ricco Muchrizal,5,2024-01-03 07:53:02,memudahkan transaksi,POSITIVE
ilfana yusuf,5,2024-01-03 07:52:51,"apk keren tp pernah kena tipu kirim ke dana, susah dilacak",NEGATIVE
Ilah Johani,1,2024-01-03 07:52:28,Gmna ini ko ga bisa masuk masuk padahal sibyal bagus penyimpanan kosong,NEGATIVE
Faizd Ramadhan,5,2024-01-03 07:52:09,isi in dana dong min :>,NEUTRAL
Asep Guntara,1,2024-01-03 07:51:11,seumur2 pake dana baru sekarang mengalami saldo saya ada transaksi ke akun google padahal saya tidak pernah melakukannya tolong dong pihak dana di bantu uang saya kembalikan lagi,NEGATIVE
Khaidir Ali,1,2024-01-03 07:50:23,saldo nya ngilang sendiri nyesel gua download ini mending ovo,NEGATIVE
Ridani Ahmad,1,2024-01-03 07:49:44,Pelayanan yang buruk,NEGATIVE
Heri Goelalee,1,2024-01-03 07:48:34,Ngak bisa ngapa ngapain.... Mau cek saldo aja ngak nongol nongol.....,NEGATIVE
Anwar Kusnadi,5,2024-01-03 07:48:18,cepat,POSITIVE
Mar Yati,5,2024-01-03 07:47:56,bagus banget,POSITIVE
MID Midu,4,2024-01-03 07:47:52,good,NEGATIVE
Muzakkir Zaen,5,2024-01-03 07:47:49,Sangat membantu,POSITIVE
Uut Sariah,3,2024-01-03 07:46:19,sangat bagus,POSITIVE
Joecall Calame,3,2024-01-03 07:45:12,"Assalamualaikum sdh beberapa bulan ini aplikasi dana saya tdk bisa diupdate maupun dipakai, kenapa & ada apa ya dgn aplikasi dana saya, jawaban selalu servernya sibuk & tidak ditanggapi, padahal nomer hp saya tidak bermasalah sama sekali, tolong dibantu informasi serta solusinya nggih trimakasih atas perhatiannya... Wass...",POSITIVE
Muntaroh Filadi,1,2024-01-03 07:45:10,Aplikasi ini gmn sjak biki dana bisnis ... Danany ga bisa di tarik .. udah telfon CS to ga ad tanggapan dari pihak dana,NEUTRAL
Perjuangan N,5,2024-01-03 07:44:57,"Mantul, cepat dan tepat",POSITIVE
ukkas genpi,5,2024-01-03 07:44:30,baik sekali,POSITIVE
Josh Rudy,5,2024-01-03 07:44:09,bagus gampang kirim uang,POSITIVE
Irfan Fan,5,2024-01-03 07:42:29,Sangat baik,POSITIVE
Tesweb Web111,1,2024-01-03 07:42:20,kgk bisa di donlod,NEUTRAL
ayu rahayu gustiyani,5,2024-01-03 07:41:14,makasih,POSITIVE
Fazrin92 Muhamad,5,2024-01-03 07:39:47,baik,POSITIVE
Zydan Zyd,5,2024-01-03 07:38:00,Sangat jelek di hari terbalik,NEGATIVE
Hardi Va,5,2024-01-03 07:36:08,sangat membantu,POSITIVE
Faisal Reza,1,2024-01-03 07:34:53,"Aplikasi bobbrok , pelayanan buruk , makin lama dana makin ancur pelayanan nya , request ganti nomor aja udah kaya mau ketemu presiden ribet banget, udah 6 hari request ganti nomor tidak ada tanggapannya sudah lewat email dan pusat bantuan tidak ada tanggapan, dana makin lama bukan berkembang tapi makin ketinggalan jaman, buat kalian semua mending uninstall ni aplikasi , ganti aplikasi lain",NEGATIVE
Ace Rfiii,1,2024-01-03 07:33:56,Saldo hilang 400 ribu menghubungi customer service tidak ada hasil sangat mengecewakan,NEGATIVE
Neptu legi,5,2024-01-03 07:27:50,mantap sekali,POSITIVE
Ahmad Abdulloh,5,2024-01-03 07:27:19,DANA mantap,POSITIVE
STR• Bibah,1,2024-01-03 07:26:42,"Apa²an ini,akun tiba² ke hack tanpa ada notif,padahal gapernah ngetik pin pas lagi ditempat umum,dri THN 2022 aman² aja tuh",NEGATIVE
Endang Saputra,3,2024-01-03 07:24:44,Ok,POSITIVE
Rendi Achil,5,2024-01-03 07:21:24,Sangat berguna,POSITIVE
angler tekok,3,2024-01-03 07:21:22,mudah,POSITIVE
Dayu Hindari,1,2024-01-03 07:20:37,Tdk bisa log in ke app dana,NEUTRAL
Farida 123,5,2024-01-03 07:19:31,baik.dan terpercaya,POSITIVE
Den1998,1,2024-01-03 07:17:27,Kecewa saldo dana saya ada ya ambil tapi ngajuin pengambilan dana di tolak masa akun dana saya di bobol orang saya tutup aja jadi trouma isi saldo lagi.,NEGATIVE
Ryan Rivaldy,5,2024-01-03 07:16:28,likeee this is apk,NEUTRAL
Jafar Jafar,5,2024-01-03 07:15:56,paktis dan simpel,POSITIVE
Suhardi Vivo,5,2024-01-03 07:11:24,Mohon dibantu kode otp saya,NEUTRAL
Rezza Iskandar,5,2024-01-03 07:09:46,sangat membantu,POSITIVE
Kurnia Heru,5,2024-01-03 07:08:42,b aja si,NEGATIVE
LEO 999,1,2024-01-03 07:06:21,gabisa premium punyaku,POSITIVE
Akun Aing,1,2024-01-03 07:05:24,"Buat kalian jangan Pake apk Dana, Kareena saldo suka tiba"" terpotong tanpa alasan yg jelas padahal saya tidak pernah berlangganan apapun itu,dan tidak pernah memberi kode otp/Pin kepada orang lain,jadi saya sarankan jangan pernah pake apk Dana Terima Kasih 🙏🙏",POSITIVE
GRESIA MAHARANI,5,2024-01-03 07:05:13,aplikasi ini sangat keren 👍,POSITIVE
Novita Risal,5,2024-01-03 07:03:42,"Tidak menyenangkan, kapok",NEGATIVE
Ahmad Sidik,5,2024-01-03 07:02:37,apk terbaik yg pernah ada,POSITIVE
Sugenk Kristanto,5,2024-01-03 07:00:06,sangat membantu,POSITIVE
Nasi Goreng,5,2024-01-03 06:59:01,"aplikasi mantap,sangat membantu",POSITIVE
murniati syahroni,5,2024-01-03 06:58:57,😍,POSITIVE
Gio. Fani,5,2024-01-03 06:57:28,Mantap,POSITIVE
Muhammad Dayat,5,2024-01-03 06:51:59,memuaskan sangat membantu,POSITIVE
Siti Fatimah,5,2024-01-03 06:49:10,Biarkan ⭐ yang bicara,NEUTRAL
Sumiati Ok,5,2024-01-03 06:48:51,proses baik dan cepat dalam transaksi,POSITIVE
Kosong Delapan,4,2024-01-03 06:45:56,Kenapa kok gak bisa top up pulsa ya,NEGATIVE
Lukman,5,2024-01-03 06:43:38,sangat membantu. untuk trandfer ke mana pun.,POSITIVE
Putra Maulana,3,2024-01-03 06:43:23,Ksh 3 dlu.soalnaya susah msuk,NEGATIVE
Darus Salam,1,2024-01-03 06:42:25,"Akhir-akhir saya gak bisa login minta update udah di update selalu jaringan bermasalah terus padahal udah pakai data seluler udah coba wifi juga tetep aja gak bisa, sudah di install ulang juga tetep aja gak bisa, KECEWA BANGET",NEGATIVE
Bagong Bagong123,1,2024-01-03 06:41:59,Aplikasi GK jls&pelayanan buruk...sampah,NEGATIVE
Dan di,5,2024-01-03 06:41:00,"Saya kecewa dengan pihak dana, karena pihak dana melakukan pembayaran langganan tanpa konfirmasi dari saya, akibatnya saldo saya berkurang tanpa sepengetahuan",NEGATIVE
Anton Darmawan,5,2024-01-03 06:40:21,okeh,NEGATIVE
Fajar Santoso,1,2024-01-03 06:38:25,Mau transfer aja susah banget setelah tahun baru.. sering eror dan membuat kecewa penguna,NEGATIVE
A L,1,2024-01-03 06:36:24,saldo ilang,NEGATIVE
Michael Axeliano,5,2024-01-03 06:33:50,cepat prosesnya,POSITIVE
Samsudin Samsudin,5,2024-01-03 06:31:13,Sangat bermanfaat,POSITIVE
Muhammad Jibril,4,2024-01-03 06:29:03,Kok punya saya nggak bisa diupdate min,NEGATIVE
Icha Minis,5,2024-01-03 06:28:57,sangat puaaass,POSITIVE
Rhya Satrhya,5,2024-01-03 06:28:24,Saldo dana pulll,NEUTRAL
Rohim Rohim,5,2024-01-03 06:26:19,Tida kebuka aneh,NEGATIVE
Endang Sutiawan,5,2024-01-03 06:22:19,"sangat membantu,dan bermanfaat",POSITIVE
Afit Hanafi,4,2024-01-03 06:21:39,Kak ini gimana atasi tiba tiba ada transaksi tidak dikenal,NEUTRAL
Aqil Irawan,5,2024-01-03 06:19:40,Kenapa gak bisa di download lagi,NEGATIVE
Nur Rohmah,3,2024-01-03 06:18:07,"sy kurangin bintang nya ,dana skrg gak jelas nih masa sy transfer ke BCA dr jam 12 malam sampe siang jam 1 ini blom di proses juga , tolong dong pihak dana di proses jngn cuma chat pesan otomatis",NEGATIVE
Edhy,2,2024-01-03 06:18:02,Aplikasinya bagus. Cuma terllu berataja jdiagak lambat,NEGATIVE
Hariyanto Riyan,2,2024-01-03 06:12:47,"Kenapa updet Mulu ya, jd jelek sekarang apk nya",NEGATIVE
rodly alfan,5,2024-01-03 06:09:55,mantap,POSITIVE
ani sumiyati,5,2024-01-03 06:08:50,maaf saya blm bs menaktifkan kembali DANAnya,NEUTRAL
Dzul Khaidir,5,2024-01-03 06:08:44,mantap,POSITIVE
Didik Setiyawan,5,2024-01-03 06:08:43,sangat bagus,POSITIVE
ratna sari,5,2024-01-03 06:08:10,baik,POSITIVE
Catur Stiawan,4,2024-01-03 06:07:45,"Penggunaan yg Mudah,semua kebutuhan pembayaran Ada..",POSITIVE
Dedi Yunianto,5,2024-01-03 06:06:54,mantap,POSITIVE
Raden Arsya,1,2024-01-03 06:06:26,Di hp sya ko dana ga mau kebuka knpa ya.,NEUTRAL
Dua Putri,5,2024-01-03 06:05:29,aku suka banget,POSITIVE
Novita Tambunan63,4,2024-01-03 06:03:10,Cepat dan aman,POSITIVE
Teu Ecreug,5,2024-01-03 06:02:57,sangat membantuy,POSITIVE
sianturi toyota,5,2024-01-03 06:02:27,Praktis dan Cepat,POSITIVE
Saepul Hamjah,3,2024-01-03 06:02:16,Sering gangguan,POSITIVE
Has Ball,5,2024-01-03 06:00:17,mantap xxxxxxxxxc,POSITIVE
4605,5,2024-01-03 05:57:36,ok,NEGATIVE
DAON LOLOS iseng iseng,1,2024-01-03 05:57:18,Bermanfaat,POSITIVE
Anindianuri Nuri,5,2024-01-03 05:56:16,menjadi mudah untuk transaksi apapun,POSITIVE
Siti Aisah,5,2024-01-03 05:54:45,bagus..tp lebih kan LG fitur ke amanan nya untuk bila ada yg mencoba masuk ke akun dana kami,POSITIVE
Sri Hardiani,1,2024-01-03 05:52:05,Kenapa sya gk bisa ke buka ya padahal sudah download,NEGATIVE
Zahra Cantik,5,2024-01-03 05:49:37,Dana sangat membantu,POSITIVE
Syafrianto Anto,5,2024-01-03 05:49:13,mantap...dan cepat..,POSITIVE
Supriman S,4,2024-01-03 05:46:04,Sesuai dgn keperluan. Reill,POSITIVE
Tedy Satria,5,2024-01-03 05:45:46,"Poko nya puas pke dana, slma ini ga ada kendala",POSITIVE
Ajat Somay,4,2024-01-03 05:45:18,baik dan mudah terimakasih,POSITIVE
Agus Vazaten (Ibenk),5,2024-01-03 05:44:48,oke,POSITIVE
Desti Areni,3,2024-01-03 05:42:24,Kenapa aplikasi dana tidak bisa d update dan tidak bisa d buka.,NEGATIVE
Hana Zablock,5,2024-01-03 05:38:48,Mantul,NEGATIVE
putra davista86,1,2024-01-03 05:34:58,Eror saat transaksi.sama aja bohong.gak bermutu sama sekali,NEGATIVE
Geduhh Jr,5,2024-01-03 05:34:24,Mantap cepat,POSITIVE
Susi Yanti,3,2024-01-03 05:32:44,waktu lama klo mau tra sfer ke bank,NEUTRAL
Asep Purkon,5,2024-01-03 05:30:59,Rewed gak bisa di ambil masalah,NEGATIVE
Ininaba 56,1,2024-01-03 05:29:31,Tidak bisa upgrade akun premium min,NEUTRAL
Fadhil Dzulfi,1,2024-01-03 05:28:32,Kok saldo saya terpotong 99.000 gimana ini?,NEGATIVE
Haslan Mhd Haslan,5,2024-01-03 05:27:57,sangat puas...bebas biaya admin,POSITIVE
Ociii Sanusi,5,2024-01-03 05:27:19,Terima kasih,POSITIVE
achmad suryadi,5,2024-01-03 05:27:10,cepat bget,POSITIVE
Mega Tron,2,2024-01-03 05:25:04,Saya kehilangan saldo dana dan dari pihak DANA kurang membatu,NEUTRAL
Dewi Amelia,2,2024-01-03 05:21:43,Kenapa saya beli pulsa tidak masuk pulsa nya tolong donk di perbaiki lagi 🥲,NEGATIVE
cantik Leon,1,2024-01-03 05:21:24,Bos kenapa dana saya nga bisa di donload,NEUTRAL
Sinah Sin,5,2024-01-03 05:21:20,Joss gandos dana,NEUTRAL
Nita Susilawati,5,2024-01-03 05:18:17,sangat membantu sekali bisa transaksi apa aja tanpa harus keluar rumah.,POSITIVE
Beri Bari,2,2024-01-03 05:18:14,"Kenapa di hp gw sekarang nggak bisa buka fitur beli pulsa ,hp ram 2, tolong tanggapi",NEUTRAL
Tri zaini Ananda,1,2024-01-03 05:16:25,"Pengalaman yang buruk, saya top up tidak masuk masuk padahal saya top up jam 21.00 tapi malah masuk jam 12.13 sungguh sangat ironis, padahal saya mau cepat memakainya",NEGATIVE
Mila Juwita,5,2024-01-03 05:14:40,data sulit masuk premiumnya,NEGATIVE
Irvan Pandebur,5,2024-01-03 05:13:31,Bagus banget,POSITIVE
Egy Cop,4,2024-01-03 05:12:22,Ahib,NEGATIVE
zapril laiwan,5,2024-01-03 05:12:18,okeh mantap,POSITIVE
Daf4400 Daf,1,2024-01-03 05:12:13,Bug nya banyak bet,POSITIVE
ANANG SUHENDA Khasim,5,2024-01-03 05:10:15,mantabbb👍,NEUTRAL
Levi Ani,2,2024-01-03 05:08:46,bgus,NEGATIVE
Tri Wicaksa,5,2024-01-03 05:08:29,luar biasa sangat membantu dalam perbankkan saya,POSITIVE
SEFTIAN FAJAR,5,2024-01-03 05:05:39,Asu,NEGATIVE
Yogi Lasmana,3,2024-01-03 05:05:21,cukup nyaman,POSITIVE
Aslan 22,5,2024-01-03 05:03:41,sangat bagus,POSITIVE
Fitria Yunita,5,2024-01-03 05:02:46,lebih mudah,POSITIVE
Rian Yulianto,5,2024-01-03 05:01:50,good banget,NEGATIVE
Nasri indra Wijaya,5,2024-01-03 05:00:48,Baik,POSITIVE
Sasa Sari,5,2024-01-03 04:59:31,nyaman skali dg aplikasi dana ini,NEUTRAL
Gless_Azulgrana 22,1,2024-01-03 04:57:38,Ini aplikasi apalah ya.. sudah kirim foto ktp beeserta kartu keluarga tapi kok di persulit untuk upgrade ke PREMIUM ❓️❓️ MAAF SYA KSH BINTANG 1,NEUTRAL
Hulman Musa,5,2024-01-03 04:56:19,"Hey bung Jelas jelas akun Dana saya premium, Kenapa dibilang akun tidal valid, Masalah adalah tentang akun saya bisa diretas dan saldo saya terkuras habis, sedangkan saya tidak pernah melakukan transaksi atau pembelian pelanggan di aplikasi Dana saya, Dan saya memohon untuk pihak ketiga yang berwewenang di dalam Akun Dana saya untuk segera pengembalian dana atau saldo saya, Trimakasih 2bulan enggak kelar juga kemana Pihak direktur yang bersangkutan untuk sebagai pihak ketiga,,, Memalukan",NEGATIVE
Jawi,5,2024-01-03 04:55:17,"sangat sangat membantu, terimakasih dana jadi lebih mudah",POSITIVE
wahyuni amelia,4,2024-01-03 04:54:28,Good,POSITIVE
Shinta Agatha,1,2024-01-03 04:54:27,"Skrg Sistem sering gangguan,ga kyk dulu,mau narik tunai aja harus loading lama bgt,hadeuhh,padahal sinyal bagus",NEGATIVE
One Piece 46,1,2024-01-03 04:51:41,"Bagaimana kinerja pihak dana ini,laporan saya nomor tiket 1 tapi sudah 2 Minggu belum selesai2 juga laporan saya,setiap saya hubungi CS di mintai data terus tapi tidak selesai juga laporan saya bagaimana kinerja pihak dana tidak kompeten,tidak serius dalam menangani keluhan pelanggan nya,saya mohon untuk pihak dana untuk lebih bagus lagi untuk menangani keluhan pelanggan nya,soal laporan tolong lah di kerjakan betul2 jagngan di kasih harapan palsu terus",NEGATIVE
ADI ADI,5,2024-01-03 04:50:43,mantap,POSITIVE
QUEEN RASYILA QUEEN RASYILA,5,2024-01-03 04:50:17,sangat puas,POSITIVE
054_ Dea Khaerunisa,1,2024-01-03 04:46:13,Saya beli voucher potongan pulsa. pas beres transaksi pulsa nya enggak masuk malah saya yang nombok 👎,NEGATIVE
Agus Riyanto,5,2024-01-03 04:44:29,❤️,NEUTRAL
Eko Saputra,5,2024-01-03 04:44:04,bagus,POSITIVE
windi abew,5,2024-01-03 04:43:27,good kirim,NEUTRAL
Jouzuna Primadia Syifani,5,2024-01-03 04:42:02,Memudahkan transaksi sekali,POSITIVE
Begu Ganjang,5,2024-01-03 04:41:48,sangat baik,POSITIVE
Dhimas Eka Nugraha,5,2024-01-03 04:39:30,tolong pihak dana untuk segera membantu memproses akun yang terindikasi penipuan dan segera di proses. karna banyak yang sudah menjadi korban dan di rugikan oleh oknum yg mengatasnamakan DANA PAYLATER. Tolong pihak dana segera di bantu proses pengembalian dana untuk nasabah yang terkena tipu dan di tindak lanjuti oknum yang telah menipu. terima kasih,NEGATIVE
Redi Yana,1,2024-01-03 04:38:58,"Tgl 24 Desember 2023 saya top up saldo 1,9,,, tgl 25 Desember 2023 tiba2 saldo saya hilang 1,9,,, liat histori ada Transfer ke orang lain, sedangkan saya tidak pernah melakukan transfer ke orang yg tidak saya kenal,, aplikasi mudah di bobol hati2 buat para pengguna DANA.",NEGATIVE
samsung a12,5,2024-01-03 04:37:25,ok mantap,POSITIVE
Viona Safira,1,2024-01-03 04:34:29,"Kok bisa ya akun dana di retas orang dengan mudah, saya telah mengalami kerugian , saldo saya hilang d ambil orang yg tidak bertanggung jawab . Mohon pertanggung jawabannya",NEGATIVE
Afin Al,5,2024-01-03 04:32:23,sangat membantu,POSITIVE
ona dan eca,2,2024-01-03 04:31:51,saya ingin mendaftar tapi tidak bisa,NEUTRAL
Surya Saputra,4,2024-01-03 04:30:26,"Tolong DANA diperbaiki lagi fiturnya. Saya salah mengisi nominal saldo untuk transaksi lewat Indomaret, mau batalkan tidak bisa, katanya selesaikan dulu transaksi yang sedang berjalan, padahal dibagian aktivitas sudah kosong dibatalkan semuanya. Kalau saya butuh cepat dan hanya bisa di Indomaret pasti saya kesal sekali. Mohon solusinya bagaimana dari DANA, sudah chat CS pun katanya memang tidak bisa dibatalkan, berarti ini adalah KEKURANGAN aplikasi ini. Semoga DANA bisa lebih baik kedepannya.",NEGATIVE
GODONG Gandul,1,2024-01-03 04:28:27,"Perusahaan gede tapi kodingan cacat,, apk kok sering ngelek",NEGATIVE
Rangga Rangga2,5,2024-01-03 04:28:14,sangat suka😍,POSITIVE
Dea Lestari,1,2024-01-03 04:26:08,saya mendaftar dana di nomer baru tapi tidak di acc sudah lama nya bahkan sy sudah menelfon costamer service nya berkali2 dan membuat email di help@dana .. stres dana sy dibuat lamanya menunggu pihak dana,NEGATIVE
igo creator,5,2024-01-03 04:25:39,Bagus,POSITIVE
Andi Irfan Thawil (bangjack),5,2024-01-03 04:25:21,ok,NEGATIVE
Rafif Al-ayyubi,1,2024-01-03 04:25:17,Kenapa sih apk dana padahal udah top up tapi gak ada riwayat transaksi jdi aku yang kena tipu kan ada bukti udah transfer,NEGATIVE
Adi Krisnawan,1,2024-01-03 04:23:33,Makin susah di gunakan buat buka aplikasinya aja lama,NEGATIVE
Jiiso Ya,5,2024-01-03 04:23:33,bagus lebih mudah,POSITIVE
Rudy Hartono,5,2024-01-03 04:23:22,cukup membantu utk penyimpanan uang cash,POSITIVE
Pono Noi,5,2024-01-03 04:22:34,makasih,POSITIVE
Akun Ryan,1,2024-01-03 04:22:28,"Pelayanan aplikasi semakin burukk, ganti nomor aja sering gagal di verif wajah padahal baru nyetel wajah kamera juga jernih. Pokoknya semakin buruk",NEGATIVE
Fatimah Nadya,5,2024-01-03 04:20:27,cepat,POSITIVE
Yu diah,4,2024-01-03 04:19:16,dana top,POSITIVE
Muhamad Wahyu,1,2024-01-03 04:19:14,"Tolong dong diperbaiki lagi saldo saya nyangkut ntah kmna, transfer ke bang malah pending saldo diDANA gk ada, direkening tujuan pun gk ada, sangat mengecewakan",NEGATIVE
Della Ayu safera,1,2024-01-03 04:18:59,"Duhh saldo masih banyak tapi nomornya udah mati,pas masuk dana suruh masukin kode otp tp karna kartu mati gdpt kode otp gabisa diambil uangnya,gimana ni😭😭",NEGATIVE
Agay goenawan,5,2024-01-03 04:18:50,selalu ok,NEGATIVE
Senja Sahroni,5,2024-01-03 04:16:48,sangat membantu,POSITIVE
Bungsu,5,2024-01-03 04:16:47,Ok,POSITIVE
siti khuswatun khasanah,5,2024-01-03 04:16:34,"oke,baik",POSITIVE
Ricki,5,2024-01-03 04:15:12,goodtry,POSITIVE
Rizhal Destroyers,4,2024-01-03 04:13:37,"bagus pakai aplikasi dana, bayar apa saja jadi mudah",POSITIVE
Imam Asrory,5,2024-01-03 04:12:40,apk bagus membntu,POSITIVE
Muhammad Sayyid Musyaffa,1,2024-01-03 04:09:26,"aneh gabisa upgrade ke dana premium, padahal semua data nya udh sesuai tpi tetep aja gagal.",NEGATIVE
Achmad Soekarno Putra (Soekarno Achmad),5,2024-01-03 04:08:51,good job,NEGATIVE
M. Dafa Alhafis,1,2024-01-03 04:08:24,Knp saya baru download ngga bisa dibuka aplikasinya?,NEUTRAL
Sastra Tiday0h,1,2024-01-03 04:06:40,Menunggu sampai 1 minggu kalau paket dah ngk ada gitu katanya apknya cepat malah lama prosesnya,NEGATIVE
ainnun husnul,4,2024-01-03 04:03:16,Ok,POSITIVE
Fajri Jannah,1,2024-01-03 04:02:50,Saya nggak bisa tranfer uang... Sistem sibuk terus... Pusinggg,NEUTRAL
slamet pujakesuma,5,2024-01-03 03:58:35,Terima kasih dana jadi belih mudah dalam melakukan transaksi,POSITIVE
Hua Huang,5,2024-01-03 03:58:27,"bgs,sangat membantu",POSITIVE
Poniman Megang,2,2024-01-03 03:55:51,"Kenapa saat bener2 di butuhkan aplikasi lemot,,nanti kalo lemot pelanggan bisa kabur semua,,",NEGATIVE
Langit Pramudya,3,2024-01-03 03:55:30,Kenapa belum ada vitur mengganti nomor ponsel?,NEGATIVE
Diski R,5,2024-01-03 03:54:55,oke,POSITIVE
Ade Hidayat,5,2024-01-03 03:54:25,mudah dan cepat,POSITIVE
DEN ZAKA,5,2024-01-03 03:52:13,mantap,POSITIVE
Jabbar Mhuzaqi,1,2024-01-03 03:51:44,lemot,NEGATIVE
Dzakwan Naufal,5,2024-01-03 03:51:01,sangat bermanfaat sekali mempermudah transaksi,POSITIVE
Anita Cahyadi,5,2024-01-03 03:46:49,Ok,POSITIVE
Purwa Bin Rawit Ngadinyo,2,2024-01-03 03:45:25,"Kebiasaan.... Kalau dana ada saldo lebih sari 1jt transaksi di persulit,.. jangan bicara jaringan... Saya buat buka m.banking baik baik saja,.. hayooo DANA perbaiki lagi aplikasi nya sistim dan sebagainya,.. saya mau tarik tunai di Alfamart sulit, mau transfer ke bank sulit",NEGATIVE
Tumiran Nurgisstiawan,3,2024-01-03 03:44:59,Kenapa ngga bisa di update,NEGATIVE
Reka Nasrullah,1,2024-01-03 03:43:28,baik,POSITIVE
Abas Rizky,1,2024-01-03 03:40:49,Penanganan laporan CS sangat lama dan no respon tidak ada kontak email seperti aplikasi lain payah,NEGATIVE
Arum Diah,1,2024-01-03 03:40:44,"Akun saya di bekukan trs ada yg telvon katanya bantu buat biar bisa di balikin tapi malah di ambil uang saya , gmn sih dari dulu selalu ngandelin dana buat tf tf skrg kok gini ya dana",NEGATIVE
Supriyanto Mukhtar,5,2024-01-03 03:40:25,Terima kasih.,POSITIVE
Weeda 01,3,2024-01-03 03:39:46,Dana sekarang kok malah agak ribet...verivikasi wajah nya gx jelas,NEGATIVE
Bintang Terang,5,2024-01-03 03:37:26,"Kenapa akun dana saya ,belum keluar paylaternya mid",NEGATIVE
Nabila,5,2024-01-03 03:33:51,"Alhamdulillah sangat membantu transaksi, gampang di update, mudah dijangkau.. terimakasih DANA❤",POSITIVE
michael vava,1,2024-01-03 03:33:05,"Kebanyakan proteksi bikin ribet pengguna aja, komplain lama balasnya wajar aja pasti yg komplain banyak, aplikasi konyol bikin susah aja",NEGATIVE
Nini Wijilestari,5,2024-01-03 03:30:47,sangat membantu sekali disaat lg pulsa listrik habis,POSITIVE
Pardik Dik,5,2024-01-03 03:29:52,Bagus,POSITIVE
lilis maylina,4,2024-01-03 03:29:31,membantu sekali,POSITIVE
Manz Permana86,5,2024-01-03 03:27:05,kali kali dapat THR dari dana,NEUTRAL
Ais Rahayu,5,2024-01-03 03:26:55,bagusd bgtt nyesel gk dowlod dari kemarin,NEUTRAL
Ajril Suhanda,4,2024-01-03 03:25:40,jadi gampang apa aja,NEGATIVE
Sofyan _Surya,4,2024-01-03 03:25:04,puas,POSITIVE
Siti Nurjanah,4,2024-01-03 03:24:49,Bagus,POSITIVE
29. Fransiscus Davian,5,2024-01-03 03:23:58,mantab,POSITIVE
Ketut widi Astawa,5,2024-01-03 03:23:24,DANA 👍,NEUTRAL
Mason Ketutmason,5,2024-01-03 03:22:10,sangat membantu dan sangat bermanfaat dalam semua transaksi di manapun dan kapanpun pokoknya aplikasi dana is the best,POSITIVE
lukman nizar,1,2024-01-03 03:21:20,"Amplikasi busuk, saya isi dana lewat minimarket 200.000 tidak masuk, komplain di tanggapin tidak jelas, dan sampai hari ini lom masuk itu uang",NEGATIVE
Rendi Rindu,5,2024-01-03 03:20:57,Mantap,POSITIVE
Indri Yanti,5,2024-01-03 03:19:06,Sya mau buat akun dana baru,NEUTRAL
Osii aw aw,3,2024-01-03 03:17:13,mantap,POSITIVE
Adhy Kawulur,5,2024-01-03 03:17:04,mantap,POSITIVE
Indawan Awik,5,2024-01-03 03:16:45,Sabgat membantu untuk teransfer uang.dan keperluan lainya 👍👍,POSITIVE
Adam bagus Saputro,1,2024-01-03 03:15:17,Hi bang kenapa GK bisa di download dana nya terimakasih,POSITIVE
